0.00000e+00 1.00000e+00 0.00000e+00
8.00000e-03 1.00000e+00 0.00000e+00
1.60000e-02 1.00000e+00 0.00000e+00
2.40000e-02 1.00000e+00 0.00000e+00
3.20000e-02 1.00000e+00 0.00000e+00
4.00000e-02 1.00000e+00 0.00000e+00
4.80000e-02 1.00000e+00 0.00000e+00
5.60000e-02 1.00000e+00 0.00000e+00
6.40000e-02 1.00000e+00 0.00000e+00
7.20000e-02 1.00000e+00 0.00000e+00
8.00000e-02 1.00000e+00 0.00000e+00
8.80000e-02 1.00000e+00 0.00000e+00
9.60000e-02 1.00000e+00 0.00000e+00
1.04000e-01 1.00000e+00 0.00000e+00
1.12000e-01 1.00000e+00 0.00000e+00
1.20000e-01 1.00000e+00 0.00000e+00
1.28000e-01 1.00000e+00 0.00000e+00
1.36000e-01 1.00000e+00 0.00000e+00
1.44000e-01 1.00000e+00 0.00000e+00
1.52000e-01 1.00000e+00 0.00000e+00
1.60000e-01 1.00000e+00 0.00000e+00
1.68000e-01 1.00000e+00 0.00000e+00
1.76000e-01 1.00000e+00 0.00000e+00
1.84000e-01 1.00000e+00 0.00000e+00
1.92000e-01 1.00000e+00 0.00000e+00
2.00000e-01 1.00000e+00 2.43362e-08
2.08000e-01 1.00000e+00 4.71919e-07
2.16000e-01 9.99996e-01 4.45884e-06
2.24000e-01 9.99973e-01 2.73529e-05
2.32000e-01 9.99877e-01 1.22512e-04
2.40000e-01 9.99572e-01 4.27360e-04
2.48000e-01 9.98787e-01 1.21079e-03
2.56000e-01 9.97116e-01 2.87426e-03
2.64000e-01 9.94094e-01 5.86741e-03
2.72000e-01 9.89332e-01 1.05441e-02
2.80000e-01 9.82632e-01 1.70456e-02
2.88000e-01 9.74008e-01 2.52781e-02
2.96000e-01 9.63638e-01 3.49763e-02
3.04000e-01 9.51783e-01 4.57971e-02
3.12000e-01 9.38716e-01 5.73951e-02
3.20000e-01 9.24685e-01 6.94651e-02
3.28000e-01 9.09898e-01 8.17571e-02
3.36000e-01 8.94518e-01 9.40749e-02
3.44000e-01 8.78672e-01 1.06269e-01
