0.00000e+00 1.00000e+00 0.00000e+00
5.00000e-03 1.00000e+00 0.00000e+00
1.00000e-02 1.00000e+00 0.00000e+00
1.50000e-02 1.00000e+00 0.00000e+00
2.00000e-02 1.00000e+00 0.00000e+00
2.50000e-02 1.00000e+00 0.00000e+00
3.00000e-02 1.00000e+00 0.00000e+00
3.50000e-02 1.00000e+00 0.00000e+00
4.00000e-02 1.00000e+00 0.00000e+00
4.50000e-02 1.00000e+00 0.00000e+00
5.00000e-02 1.00000e+00 0.00000e+00
5.50000e-02 1.00000e+00 0.00000e+00
6.00000e-02 1.00000e+00 0.00000e+00
6.50000e-02 1.00000e+00 0.00000e+00
7.00000e-02 1.00000e+00 0.00000e+00
7.50000e-02 1.00000e+00 0.00000e+00
8.00000e-02 1.00000e+00 0.00000e+00
8.50000e-02 1.00000e+00 0.00000e+00
9.00000e-02 1.00000e+00 0.00000e+00
9.50000e-02 1.00000e+00 0.00000e+00
1.00000e-01 1.00000e+00 0.00000e+00
1.05000e-01 1.00000e+00 0.00000e+00
1.10000e-01 1.00000e+00 0.00000e+00
1.15000e-01 1.00000e+00 0.00000e+00
1.20000e-01 1.00000e+00 0.00000e+00
1.25000e-01 1.00000e+00 0.00000e+00
1.30000e-01 1.00000e+00 0.00000e+00
1.35000e-01 1.00000e+00 0.00000e+00
1.40000e-01 1.00000e+00 0.00000e+00
1.45000e-01 1.00000e+00 0.00000e+00
1.50000e-01 1.00000e+00 0.00000e+00
1.55000e-01 1.00000e+00 0.00000e+00
1.60000e-01 1.00000e+00 0.00000e+00
1.65000e-01 1.00000e+00 0.00000e+00
1.70000e-01 1.00000e+00 0.00000e+00
1.75000e-01 1.00000e+00 0.00000e+00
1.80000e-01 1.00000e+00 0.00000e+00
1.85000e-01 1.00000e+00 0.00000e+00
1.90000e-01 1.00000e+00 0.00000e+00
1.95000e-01 1.00000e+00 0.00000e+00
2.00000e-01 1.00000e+00 0.00000e+00
2.05000e-01 1.00000e+00 0.00000e+00
2.10000e-01 1.00000e+00 0.00000e+00
2.15000e-01 1.00000e+00 0.00000e+00
2.20000e-01 1.00000e+00 0.00000e+00
2.25000e-01 1.00000e+00 0.00000e+00
2.30000e-01 1.00000e+00 0.00000e+00
2.35000e-01 1.00000e+00 0.00000e+00
2.40000e-01 1.00000e+00 0.00000e+00
2.45000e-01 1.00000e+00 0.00000e+00
2.50000e-01 1.00000e+00 0.00000e+00
2.55000e-01 1.00000e+00 0.00000e+00
2.60000e-01 9.99982e-01 1.81851e-05
2.65000e-01 9.99830e-01 1.69945e-04
2.70000e-01 9.99219e-01 7.80805e-04
2.75000e-01 9.97625e-01 2.36931e-03
2.80000e-01 9.94556e-01 5.41254e-03
2.85000e-01 9.89796e-01 1.00947e-02
2.90000e-01 9.83444e-01 1.62721e-02
2.95000e-01 9.75779e-01 2.36175e-02
3.00000e-01 9.67117e-01 3.17758e-02
3.05000e-01 9.57731e-01 4.04454e-02
3.10000e-01 9.47830e-01 4.93989e-02
3.15000e-01 9.37563e-01 5.84745e-02
3.20000e-01 9.27037e-01 6.75600e-02
3.25000e-01 9.16324e-01 7.65782e-02
3.30000e-01 9.05475e-01 8.54761e-02
3.35000e-01 8.94526e-01 9.42169e-02
3.40000e-01 8.83501e-01 1.02775e-01
3.45000e-01 8.72419e-01 1.11132e-01
3.50000e-01 8.61291e-01 1.19275e-01
3.55000e-01 8.50128e-01 1.27196e-01
3.60000e-01 8.38934e-01 1.34886e-01
3.65000e-01 8.27715e-01 1.42342e-01
3.70000e-01 8.16474e-01 1.49560e-01
3.75000e-01 8.05213e-01 1.56536e-01
3.80000e-01 7.93932e-01 1.63270e-01
3.85000e-01 7.82634e-01 1.69759e-01
3.90000e-01 7.71318e-01 1.76003e-01
3.95000e-01 7.59983e-01 1.81999e-01
4.00000e-01 7.48629e-01 1.87749e-01
4.05000e-01 7.37254e-01 1.93249e-01
4.10000e-01 7.25859e-01 1.98501e-01
4.15000e-01 7.14440e-01 2.03503e-01
4.20000e-01 7.02995e-01 2.08254e-01
4.25000e-01 6.91523e-01 2.12755e-01
4.30000e-01 6.80021e-01 2.17004e-01
4.35000e-01 6.68484e-01 2.21000e-01
4.40000e-01 6.56908e-01 2.24743e-01
4.45000e-01 6.45288e-01 2.28231e-01
4.50000e-01 6.33618e-01 2.31463e-01
4.55000e-01 6.21889e-01 2.34438e-01
4.60000e-01 6.10090e-01 2.37154e-01
